"route_name","state_num","route","st_abrev","country","population_100km","population_200km","population_300km","pop_5th_percentile_100km","pop_5th_percentile_200km","pop_5th_percentile_300km","bcr","latitude","longitude","n_surveys_total","n_surveys_since_2018","Surveyed_by_in_1966","Surveyed_by_in_1967","Surveyed_by_in_1968","Surveyed_by_in_1969","Surveyed_by_in_1970","Surveyed_by_in_1971","Surveyed_by_in_1972","Surveyed_by_in_1973","Surveyed_by_in_1974","Surveyed_by_in_1975","Surveyed_by_in_1976","Surveyed_by_in_1977","Surveyed_by_in_1978","Surveyed_by_in_1979","Surveyed_by_in_1980","Surveyed_by_in_1981","Surveyed_by_in_1982","Surveyed_by_in_1983","Surveyed_by_in_1984","Surveyed_by_in_1985","Surveyed_by_in_1986","Surveyed_by_in_1987","Surveyed_by_in_1988","Surveyed_by_in_1989","Surveyed_by_in_1990","Surveyed_by_in_1991","Surveyed_by_in_1992","Surveyed_by_in_1993","Surveyed_by_in_1994","Surveyed_by_in_1995","Surveyed_by_in_1996","Surveyed_by_in_1997","Surveyed_by_in_1998","Surveyed_by_in_1999","Surveyed_by_in_2000","Surveyed_by_in_2001","Surveyed_by_in_2002","Surveyed_by_in_2003","Surveyed_by_in_2004","Surveyed_by_in_2005","Surveyed_by_in_2006","Surveyed_by_in_2007","Surveyed_by_in_2008","Surveyed_by_in_2009","Surveyed_by_in_2010","Surveyed_by_in_2011","Surveyed_by_in_2012","Surveyed_by_in_2013","Surveyed_by_in_2014","Surveyed_by_in_2015","Surveyed_by_in_2016","Surveyed_by_in_2017","Surveyed_by_in_2018","Surveyed_by_in_2019","Surveyed_by_in_2021","Surveyed_by_in_2022","Surveyed_by_in_2023"
"LAC NORMAND",76,135,"QC","CA",193180,6547089,9214023,FALSE,FALSE,FALSE,12,47.06762,-73.38709,14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,981079,981079,NA,981079,981079,981079,981079,NA,981079,981079,981079,981079,981079,981079,981079,981079
"Tadoussac",76,381,"QC","CA",194219,1380041,2196847,FALSE,FALSE,FALSE,8,48.14347,-69.71527,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1151487,1151487,1151487,1151487,1151487,1151487,1151487,1151487,NA,1151487
"STE RITA",76,60,"QC","CA",197832,602198,2116219,FALSE,FALSE,FALSE,14,47.94667999999999,-68.91577,45,3,NA,NA,NA,NA,1110015,1110015,NA,NA,NA,1120119,990166,990166,990166,990166,990166,990166,990166,NA,990166,NA,1080101,990166,990166,990166,990166,990166,990166,990166,990166,990166,990166,1080101,1080101,1080101,1080101,1080101,1080101,1080101,1080101,1080101,1080101,1080101,1080101,1080101,NA,1080101,1000231,1000231,1000231,1000231,1000231,1000231,1000231,1000231,1000231,NA,NA
"PIKA RIVER",76,56,"QC","CA",255745,1518006,2775955,FALSE,FALSE,FALSE,12,48.08672,-71.52251,4,NA,NA,NA,NA,NA,980070,980070,980070,980070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST BAZILE",76,58,"QC","CA",267117,1312254,2167565,FALSE,FALSE,FALSE,8,48.429930000000006,-70.41900000000001,13,1,NA,980070,980070,NA,980070,980070,980070,980070,NA,NA,NA,NA,NA,NA,NA,NA,980346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1030342,1030342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1030583,NA,1030583,1030583,NA,NA,NA,NA,NA,NA,NA,NA,NA,981079,NA,NA
"ST ISADORE",76,57,"QC","CA",270024,1485550,2245575,FALSE,FALSE,FALSE,8,48.14724,-70.02851,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020377,NA,1020377,1020377,1020377,NA,1020377,1020377,1020377,NA,NA,1160512
"DÉPOT DE L'AIGLE",76,3,"QC","CA",270330,2429358,8306698,FALSE,FALSE,FALSE,12,46.26955000000001,-76.29326000000002,38,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,980177,980177,980177,980177,980177,980177,NA,NA,980177,980177,980177,980177,980177,980177,980177,980177,980177,980177,980177,980177,980177,980177,NA,980177,980177,980177,980177,980177,980177,980177,980177,980177,980177,980177,NA,1050069,1050069,1050069,1050069,1050069,NA,1050069,1050069
"LAC LA BELLE RIVIÈRE",76,156,"QC","CA",270362,1528588,2988509,FALSE,FALSE,FALSE,12,48.09664,-71.78683,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020377,1020377,1020377,NA,NA,NA,1151107,1151107,1151107,NA,1151107,1151107
"PARC DES LAURENTIDES",76,37,"QC","CA",270940,1715695,3255490,FALSE,FALSE,FALSE,12,47.91063,-71.37213999999999,14,NA,NA,NA,NA,NA,1110015,1110015,1110015,1110015,1110015,1110015,1110015,1110015,1110015,1110015,1110015,1110015,1110015,1110015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAC TCHITOGAMA",76,55,"QC","CA",273060,392124,1925757,FALSE,FALSE,FALSE,8,48.84299,-71.454580000000007,23,5,NA,NA,980070,NA,980070,980070,1080051,1080051,1080051,1080051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1090166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,981079,981079,NA,981079,981079,981079,981079,981079,981079,981079,981079,981079,981079,981079,981079,981079
"LAC VERT",76,155,"QC","CA",273200,1299812,2445580,FALSE,FALSE,FALSE,8,48.40472,-71.8811,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1041103,NA,1041103,1041103,1041103,NA,NA,1041103
"Sainte-Monique",76,455,"QC","CA",273200,414666,2017703,FALSE,FALSE,FALSE,8,48.73101390000001,-71.71906940000002,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1080705,NA,NA
"Taillon",76,355,"QC","CA",273200,441140,2094834,FALSE,FALSE,FALSE,8,48.66535000000001,-71.82302,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1080705,1080705,NA,NA,NA
"STE ANNE D POCATIÈRE",76,40,"QC","CA",281012,1685819,3037343,FALSE,FALSE,FALSE,13,47.33844,-70.08943,35,3,NA,990042,NA,1000052,1000052,980113,980113,980113,980113,NA,NA,NA,1140107,1140107,1140107,1140107,1140107,1140107,1140107,1140107,1140107,1140107,NA,1140107,1140107,NA,NA,NA,NA,NA,NA,NA,NA,980796,980796,980796,NA,980796,NA,980796,NA,1140574,1140574,1140574,980796,980796,980796,NA,NA,NA,980796,980796,980796,NA,980796,980796,NA
"LAC BREBEUF",76,157,"QC","CA",289410,1520497,2337913,FALSE,FALSE,FALSE,8,48.20147,-70.63801,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAC HA! HA!",76,257,"QC","CA",294486,1566836,2446226,FALSE,FALSE,FALSE,12,48.03332,-70.58414,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020377,1020377,1020377,NA,NA,NA,1151107,1151107,1151107,NA,NA,1030654
"ZEC Brébeuf",76,357,"QC","CA",296700,1535939,2342367,FALSE,FALSE,FALSE,8,48.15759,-70.5538,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020377,1020377,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAURENTIDES",76,237,"QC","CA",302318,1833114,4694257,FALSE,FALSE,FALSE,12,47.81612,-71.51713000000001,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1110015,1150522,1150522,1150522,1150522,1150522,1150522,1150522,1150522,1150522,1150522,1150522,1150522,1150522,NA,NA,1150522,1150522,1150522,1150522,1150522,1150522,1150522,NA,981294,NA,NA,NA,981400,981400,NA,NA,NA,NA,NA,NA
"ST HILARION",76,339,"QC","CA",318002,1709673,2924316,FALSE,FALSE,FALSE,12,47.77803000000001,-70.73965000000001,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LA MINERVE",76,216,"QC","CA",343473,7141000,9105216,FALSE,FALSE,FALSE,12,46.390859999999996,-75.00037999999999,19,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,980766,980766,980766,980766,980766,980766,980766,NA,980766,980766,980766,980766,980766,980766,980766,NA,1080708,1080708,1080708,1080708,1080708
"MÉGANTIC",76,90,"QC","CA",391379,2672370,7337325,FALSE,FALSE,FALSE,14,45.38563,-70.86377999999999,32,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,980257,980257,980257,980257,980257,1080174,1080174,1080174,1080174,1080174,1080249,NA,NA,NA,NA,NA,NA,1140375,1140375,1140375,1140375,1140375,1140375,1140375,1140375,1140375,1140375,1140375,1140375,1140375,1140375,1140375,1140375,NA,NA,NA,NA,NA,1160165,1160165,1160165,1160165,1160165,NA
"LAC ARNOLD",76,190,"QC","CA",392076,2657688,7304729,FALSE,FALSE,FALSE,14,45.32095,-70.90047,23,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1140375,1140375,1140375,1140375,1140375,1140375,1140375,1140375,1140375,1140375,1140375,1140375,1140375,1140375,1140375,NA,1140375,1140375,1140375,1140375,1140375,NA,1140375,NA,1140375,1140375,NA
"BOLDUC",76,390,"QC","CA",394068,2385567,7565728,FALSE,FALSE,FALSE,14,45.95934,-70.65916,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1080329,1080329,1080329,1080329,NA,1080329,1120440,1120440,1120440,1120440,1120440,1120440,1120440,1120440,NA,1120440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST URBAIN",76,39,"QC","CA",460725,1737073,3060486,FALSE,FALSE,FALSE,12,47.648300000000006,-70.62082,44,3,NA,NA,980070,NA,980070,NA,1140107,NA,NA,NA,NA,NA,1090241,1090241,1090241,1090241,1090241,1090241,NA,1090241,NA,1090241,1090241,1090241,1090241,1090241,1150522,1090241,980656,1090241,1090241,1090241,1090241,1090241,1090241,1090241,1090241,1090241,1090241,1090241,1090241,1090241,1090241,1090241,1090241,1090241,1090241,1090241,1090241,1090241,1090241,1090241,1090241,NA,NA,1151673,1151673
"NOTRE-DAME-DES-MONTS",76,439,"QC","CA",471718,1737656,3070140,FALSE,FALSE,FALSE,12,47.64208,-70.61501,16,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1120130,1120130,1120130,NA,1120130,NA,1120130,1120130,1120130,1120130,1120130,1120130,1120130,1000546,1000546,1000546,1000546,1000546
"ST-GUILLAUME-DU-NORD",76,15,"QC","CA",511444,7322940,9239576,FALSE,FALSE,FALSE,12,46.60195,-74.21666000000002,1,NA,NA,NA,NA,NA,1160042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALDWIN MILL",76,11,"QC","CA",549477,6256305,7797545,FALSE,FALSE,FALSE,14,45.03664,-71.91528000000001,18,2,NA,NA,NA,NA,NA,NA,NA,NA,1080076,NA,NA,NA,1160089,1160089,NA,1160089,1160089,NA,1080174,NA,NA,NA,NA,NA,NA,NA,NA,NA,1090580,NA,NA,1090580,1090580,NA,NA,NA,NA,1080441,1080441,1080441,1080441,1080441,NA,NA,NA,NA,1080441,NA,NA,NA,1080441,NA,1080441,1080441,NA,NA,NA
"MONT MÉGANTIC",76,110,"QC","CA",566590,5715940,7410096,FALSE,FALSE,FALSE,14,45.52159,-71.23036,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1140375,1140375,1140375,NA,NA,NA,NA,NA,NA,NA,NA,NA,1160480,1160480,1160480,NA,1160480,1160480
"ST ZENON",76,17,"QC","CA",581144,6978205,9409399,FALSE,FALSE,FALSE,12,46.70181,-73.77078999999999,7,NA,NA,NA,1030054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1120321,1120321,NA,1120321,NA,NA,NA,NA,NA,1000450,1000450,1000450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BEAUREGARD",76,324,"QC","CA",769082,1621007,3860292,FALSE,FALSE,FALSE,14,46.73835000000001,-70.02229,16,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1120130,1120130,1120130,1120130,1120130,1120130,1120130,1120130,1120130,1120130,1120130,1120130,1120130,1120130,1120739,NA,1120739
"Domaine-des-Sapins",76,210,"QC","CA",775138,6714957,7502958,FALSE,FALSE,FALSE,14,45.72328,-71.47994,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1080479,1080479,1080479,1080479,1080479,1080479
"HAM SUD",76,10,"QC","CA",775138,6714957,7502958,FALSE,FALSE,FALSE,14,45.72328,-71.47994,34,NA,NA,NA,NA,1040092,1080078,1080078,1080078,NA,NA,1080078,NA,NA,NA,990105,990105,990105,990105,990105,990105,NA,NA,NA,990105,990105,1160171,1160171,1160171,1160171,1160171,1160171,1160171,1160171,1160171,1160171,1160171,1160171,1160171,1160171,1160171,1160171,1160171,1160171,1160171,1160171,NA,NA,NA,NA,NA,NA,1080479,NA,NA,NA,NA,NA,NA
"SHAWINIGAN",76,320,"QC","CA",858630,7213109,9226879,FALSE,FALSE,FALSE,12,46.604910000000004,-72.81298,21,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1090443,1090443,1090443,NA,NA,1090443,1090443,1090443,NA,1090443,NA,NA,NA,NA,NA,NA,NA,981079,981079,981079,981079,NA,981079,981079,981079,NA,981079,981079,981079,981079,NA,981079,981079,NA,981079
"STOKE",76,310,"QC","CA",873130,7068633,7816476,FALSE,FALSE,FALSE,14,45.450689999999994,-71.86081,23,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,980528,NA,NA,NA,NA,NA,NA,980730,980730,980730,980730,NA,NA,980730,980730,NA,1030545,1030545,1030545,1030545,1030545,1030545,1030545,NA,1030545,1030545,1030545,1030545,1030545,1030545,1030545,1030545,1030545
"PARC GRANDS JARDINS",76,139,"QC","CA",969523,1947701,3906608,FALSE,FALSE,FALSE,12,47.605920000000005,-70.9881,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1110015,1110015,1110015,1110015,1110015,1110015,1150522,1150522,1150522,1150522,1150522,1150522,1150522,1150522,1150522,1150522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAC BARRETTE",76,337,"QC","CA",998347,2002062,7120073,FALSE,FALSE,FALSE,12,47.47136,-71.23653,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1150522,1150522,1150522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAC MALIN",76,537,"QC","CA",1029696,2066326,7101864,FALSE,FALSE,FALSE,12,47.343889999999995,-71.04081000000001,22,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1150522,1150522,1150522,NA,NA,1150522,1150522,1150522,1150522,1150522,1150522,981294,981294,981294,981294,981294,981294,981294,981294,NA,981294,981294,981294,981294,981294
"MONTMORENCY",76,138,"QC","CA",1044633,2120665,7411589,FALSE,FALSE,FALSE,12,47.307199999999995,-71.18154,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,980170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PARC CARTIER",76,137,"QC","CA",1047566,2124983,7423111,FALSE,FALSE,FALSE,12,47.299420000000005,-71.19418,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1110015,1110015,1110015,1110015,1110015,1150522,1150522,1150522,1150522,1150522,1150522,1150522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STONEHAM",76,38,"QC","CA",1070029,2388723,7646242,FALSE,FALSE,FALSE,12,47.10777,-71.34345,2,NA,NA,NA,990042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1080330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RIVIÈRE DES ROCHES",76,140,"QC","CA",1074109,2076704,6849303,FALSE,FALSE,FALSE,12,47.170500000000004,-70.75269,17,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020377,1020377,1020377,1020377,1020377,1020377,NA,1020377,1020377,1020377,NA,NA,1020377,1020377,1020377,1020377,1020377,1151107,1151107,1151107
"LA BRANCHE",76,238,"QC","CA",1092072,2231425,7539395,FALSE,FALSE,FALSE,12,47.09702,-71.08281,22,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,980170,980170,980170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1090654,1090654,1090654,1090654,NA,NA,NA,1000150,1000150,NA,NA,NA,NA,1000546,1000546,1000546,1000546,NA,1000546,1000546,1000546,1000546,1000546,1000546,1000546,1000546,1000546
"MORISSET STATION",76,24,"QC","CA",1102275,2208253,7537295,FALSE,FALSE,FALSE,14,46.26389,-70.52316,30,NA,NA,NA,NA,1040092,NA,NA,NA,NA,NA,1160071,NA,1160071,NA,1160071,1160071,1160071,1160071,1160071,1160071,1160071,1160071,1160071,NA,1160071,1160071,1160071,1160071,1160071,1160071,1160071,1160071,1160071,1160071,1160071,1160071,1160071,1160071,1160071,1160071,1080479,1080479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Beauceville",76,124,"QC","CA",1105155,2217575,7542110,FALSE,FALSE,FALSE,14,46.27008,-70.53163,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1080479,NA,1080479,1080479,1080479,1080479,1080479,1080479,1080479,NA,NA,NA,NA,NA,NA,1080720
"Rivière du Milieu",76,417,"QC","CA",1133684,7509527,9390774,FALSE,FALSE,FALSE,12,46.558370000000004,-73.81483,11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000450,1000450,1000450,1000450,1030683,1030683,1030683,1030683,1030683,1030683,1030683,NA,NA,NA
"ST. MICHEL",76,317,"QC","CA",1133684,7509527,9390774,FALSE,FALSE,FALSE,12,46.558370000000004,-73.81483,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1080174,1080174,NA,NA,NA,NA,NA,1000450,1000450,1000450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ILE D'ORLEANS",76,121,"QC","CA",1186058,2417998,7657317,FALSE,FALSE,FALSE,13,46.889379999999996,-71.07196,26,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000150,1000150,NA,1000150,1000150,1000150,1000150,1000150,1000150,1000150,1000150,1000150,NA,1000150,1000150,1000150,1000150,1000150,1000150,1000150,1000150,1000150,1000150,1000150,1000150,1000150,1060434,1060434
"STE MARGUERITE",76,23,"QC","CA",1260133,2456195,7708503,FALSE,FALSE,FALSE,13,46.51041,-70.93779,40,2,NA,1080030,1080030,1080030,1080030,NA,NA,NA,NA,NA,1080030,1080030,1080030,1080030,1080030,1080030,NA,1080030,1080030,1080030,NA,NA,1110015,1110015,1110015,1110015,1110015,1110015,1110015,1110015,1110015,1110015,1110015,1110015,1110015,1110015,NA,NA,NA,NA,1080082,1080082,1080082,1080082,1080082,1080082,1080082,1080082,1080082,1080082,1080082,NA,NA,1041103,NA,NA,1160523
"CACHE-CANADA",76,437,"QC","CA",1277749,3174839,7755878,FALSE,FALSE,FALSE,12,47.00765,-71.84356100000001,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000546,1000546,1000546,1000546,1000546
"ST-MÉTHODE",76,22,"QC","CA",1343401,3474270,7657002,FALSE,FALSE,FALSE,14,46.04703,-71.07816,49,5,NA,1150089,NA,1150089,1150089,NA,970061,NA,NA,NA,NA,NA,1120130,1120130,1120130,1120130,1120130,1120130,1120130,1120130,1120130,1120130,1120130,1120130,1120130,1120130,1120130,1120130,1120130,1120130,1120130,1120130,1120130,1120130,1120130,1120130,1120130,1120130,1120130,1120130,1120130,1120130,1120130,1120130,1120130,1120130,1120130,1120130,1120130,1120130,1120130,1120130,1120130,1120130,1120130,1120130,1120130
"ST ANTOINE",76,21,"QC","CA",1497507,3999313,7720858,FALSE,FALSE,FALSE,13,46.6642,-71.56199000000001,54,5,NA,1080030,1080030,1080030,1080030,980133,1080030,1080030,1080030,1080030,1080030,1080030,1080030,1080030,1080030,1080030,1080030,1080030,1080030,1080030,1080030,1080030,1080030,1080030,1080030,1080030,NA,1080030,1080030,1080030,1080030,1080030,1080030,1080030,1080030,1080030,1080030,1080030,NA,1080030,1080030,1080030,1080030,1080030,1080030,1080030,1120130,1120130,1120130,1120130,1120130,1120130,1120130,1120130,1120130,1120130,1120130
"ISSOUDUN",76,321,"QC","CA",1527160,5413941,7737346,FALSE,FALSE,FALSE,13,46.57783,-71.62516,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1120221,NA,NA,NA,NA,1120130,1120130,1120130,NA,1120130,1120130,1120130,1120130,1120130,NA,NA,1120130,1120130,1120130,1120130,1120130,1120130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
